date,bitcoin,litecoin,ethereum,monero
1553299200000,3989.16,59.27,136.1,52.61
1553385600000,4008.95,60.92,137.2,52.38
1553472000000,3993.39,59.79,136.06,52.6
1553558400000,3927.58,58.97,133.82,51.46
1553644800000,3938.66,58.58,134.03,52.04
1553731200000,4036.16,61.47,139.64,52.86
1553817600000,4028.39,60.51,137.81,52.71
1553904000000,4103.32,61.4,143.15,53.45
1553990400000,4103.86,60.41,142.29,53.37
1554076800000,4103.52,60.52,141.59,55.66
1554163200000,4146.32,60.48,141.51,60.62
1554249600000,4862.23,77.01,164.05,68.63
1554336000000,4955.83,84.78,160.43,66.3
1554422400000,4899.02,84.69,157.41,63.7
1554508800000,5014.96,88.32,165.14,68.27
1554595200000,5041.87,92.41,165.33,67.92
1554681600000,5176.98,91.66,174.09,69.53
1554768000000,5266.89,88.96,180.01,71.15
1554854400000,5172.18,86.14,175.29,68.83
1554940800000,5308.91,88.3,177.33,70.83
1555027200000,5047.79,79.33,165.04,67.19
1555113600000,5082.47,78.96,164.57,66.01
1555200000000,5072.99,78.06,163.97,65.2
1555286400000,5149.31,83.11,167.62,66.53
1555372800000,5039.88,78.41,160.53,64.14
1555459200000,5213.6,80.9,166.48,69.38
1555545600000,5218.96,79.03,166.33,68.28
1555632000000,5274.77,81.95,173.41,69.63
1555718400000,5280.35,82.36,173.23,69.1
1555804800000,5307.69,81.43,173.17,69.46
1555891200000,5311.16,77.12,169.99,68.6
1555977600000,5380.94,76.72,171.04,69.17
1556064000000,5557.93,74.72,170.91,69.93
1556150400000,5452.1,73.19,165.67,67.57
1556236800000,5203.09,71.6,153.93,61.7
1556323200000,5295.85,73.28,157.38,63.25
1556409600000,5256.98,71.89,158.29,62.86
1556496000000,5257.8,69.31,156.6,61.82
1556582400000,5199.76,67.18,154.08,60.71
1556668800000,5292.8,73.73,160.74,61.65
1556755200000,5354.59,73.13,159.49,64.5
1556841600000,5450.71,73.16,160.96,64.28
1556928000000,5731.49,78.67,166.63,66.15
1557014400000,5803.94,77.54,162.84,67.47
1557100800000,5749.32,75.56,162.37,66.11
1557187200000,5715.76,74.64,172.83,66.55
1557273600000,5841.05,74.22,170.1,65.66
1557360000000,5957.86,74.12,170.11,66.98
1557446400000,6168.27,73.95,170.58,64.62
1557532800000,6370.23,77.01,172.68,67.88
1557619200000,7258.26,90.56,196.69,77.73
1557705600000,6953.75,84.47,187.27,75.53
1557792000000,7805.98,87.63,196.08,79.07
1557878400000,7990.06,91.3,218.28,83.15
1557964800000,8192.22,102.78,248.75,94.85
1558051200000,7875.91,95.56,264.9,85.86
1558137600000,7343.37,89.68,243.57,81.58
1558224000000,7300.66,87.15,235.33,79.99
1558310400000,8168.73,95.36,260.6,90.12
1558396800000,7976.85,91.4,251.96,86.67
1558483200000,7958.37,91.38,256.08,88.45
1558569600000,7665.8,88.21,244.55,83.71
1558656000000,7861.81,88.84,244.65,84.84
1558742400000,7977.24,100.24,248.55,85.35
1558828800000,8037.63,102.44,250.82,86.52
1558915200000,8631.08,111.33,266.12,91.84
1559001600000,8816.03,118.62,273.41,97.95
1559088000000,8726.98,114.59,271.23,93.12
1559174400000,8650.68,114.86,268.79,92.82
1559260800000,8310.89,108.56,255.38,94.11
1559347200000,8575.65,114.68,268.13,92.93
1559433600000,8554.26,112.4,264.73,94.69
1559520000000,8743.71,114.76,269.94,89.44
1559606400000,8173.63,106.8,251.75,83.21
1559692800000,7683.64,101.86,240.24,85.14
1559779200000,7812.45,104.11,246.83,87.77
1559865600000,7821.12,112.07,249.97,88.25
1559952000000,8036.11,118.26,250.64,87.6
1560038400000,7942.54,118.69,244.63,83.63
1560124800000,7668.03,115.11,232.04,86.81
1560211200000,8002.73,129.75,247.25,86.65
1560297600000,7897.98,135.89,245.09,90.51
1560384000000,8145.06,134.7,260.57,90.07
1560470400000,8227.63,131.15,255.12,90.95
1560556800000,8671.51,132.1,263.93,94.55
1560643200000,8818.61,137.68,268.11,95.56
1560729600000,8978.77,136.65,269.07,97.63
1560816000000,9312.87,133.96,273.12,97.34
1560902400000,9094.02,135.75,264.79,100.86
1560988800000,9285.93,136.53,269.15,105.79
1561075200000,9548.31,135.8,272.33,109.17
1561161600000,10118.36,138.62,294.48,115.02
1561248000000,10704.92,141.82,310.65,115.53
1561334400000,10846.13,137.14,307.95,117.6
1561420800000,11045.55,135.86,311.07,112.91
1561507200000,11808.42,136.41,318.64,104.27
1561593600000,12996.12,131.58,337.34,95.14
1561680000000,11178.68,115.15,295.84,101.23
1561766400000,12352.2,119.64,309.95,100.15
1561852800000,11972.56,133.96,321.43,88.28
1561939200000,10888.1,122.57,292.84,88.92
1562025600000,10639.05,123.17,295.26,86.19
1562112000000,10822.76,118.24,290.96,90.37
1562198400000,11975.64,121.78,304.17,87.96
1562284800000,11229.61,120.38,285.22,90.04
1562371200000,10987.25,118.49,287.99,94.58
1562457600000,11279.48,118.67,289.58,106.89
1562544000000,11436.43,119.9,305.34,100.91
1562630400000,12260.28,123.19,312.47,98.91
1562716800000,12544.17,119.19,307.78,95.18
1562803200000,12166.4,108.49,290.01,89.35
1562889600000,11385.06,102.29,268.64,98.51
1562976000000,11804.56,105.23,275.81,93.5
1563062400000,11418.51,101.37,270.31,85.14
1563148800000,10285.46,89.44,227.12,90.41
1563235200000,10911.35,90.9,230.18,75.74
1563321600000,9538.83,80.01,199.94,76.99
1563408000000,9657.3,89.79,210.84,84.17
1563494400000,10636.16,101.25,226.3,82.02
1563580800000,10536.57,98.38,221.11,84.8
1563667200000,10774.28,100.62,228.96,83.79
1563753600000,10607.46,99.94,226.15,83.48
1563840000000,10343.32,95.23,217.65,81.3
1563926400000,9936.38,90.86,213.5,80.44
1564012800000,9799.31,94.68,217.2,80.68
1564099200000,9878.23,93.29,219.49,79.9
1564185600000,9846.0,94.32,219.58,78.61
1564272000000,9447.68,88.39,206.53,80.07
1564358400000,9534.76,90.1,211.23,78.27
1564444800000,9510.59,90.15,210.82,78.17
1564531200000,9568.44,90.17,209.65,80.8
1564617600000,10063.0,98.92,218.61,81.39
1564704000000,10361.31,98.65,216.63,83.81
1564790400000,10529.17,94.86,217.8,87.78
1564876800000,10791.2,94.01,221.42,88.02
1564963200000,10951.59,92.95,221.99,93.84
1565049600000,11818.53,96.09,232.82,89.64
1565136000000,11510.16,93.48,227.02,97.43
1565222400000,11970.66,90.8,226.4,95.16
1565308800000,12024.33,90.45,222.0,92.81
1565395200000,11852.56,84.32,210.15,90.54
1565481600000,11327.84,85.51,206.5,92.36
1565568000000,11550.0,90.05,216.49,91.06
1565654400000,11381.24,85.7,211.11,85.62
1565740800000,10903.65,84.75,209.27,78.2
1565827200000,10016.22,75.49,185.66,82.82
1565913600000,10295.88,76.33,188.15,82.24
1566000000000,10324.99,74.67,185.15,82.13
1566086400000,10224.22,72.76,185.76,87.7
1566172800000,10309.87,76.29,194.36,89.98
1566259200000,10895.97,77.21,202.96,85.59
1566345600000,10743.79,74.96,196.27,80.76
1566432000000,10124.06,73.2,187.02,82.08
1566518400000,10127.79,73.64,191.52,81.88
1566604800000,10385.51,75.43,194.21,80.43
1566691200000,10145.01,73.16,190.56,80.24
1566777600000,10090.06,72.29,186.32,79.36
1566864000000,10334.91,73.57,188.38,78.16
1566950400000,10167.89,72.68,186.97,72.33
1567036800000,9753.49,66.83,173.03,67.29
1567123200000,9485.14,63.69,168.8,68.19
1567209600000,9588.99,64.32,168.67,67.42
1567296000000,9607.29,64.33,172.07,70.96
1567382400000,9729.27,66.15,170.73,72.97
1567468800000,10323.02,66.89,177.72,74.87
1567555200000,10620.17,69.22,178.83,73.74
1567641600000,10573.52,67.04,174.78,75.75
1567728000000,10570.25,65.3,174.19,75.4
1567814400000,10350.75,65.11,169.42,78.01
1567900800000,10461.55,68.69,177.85,76.99
1567987200000,10404.33,70.52,181.48,74.96
1568073600000,10321.93,70.14,181.01,72.22
1568160000000,10121.1,70.77,180.15,74.15
1568246400000,10150.71,69.65,178.08,74.99
1568332800000,10401.32,69.22,181.01,76.77
1568419200000,10355.63,68.96,181.21,75.93
1568505600000,10349.55,70.6,188.31,75.42
1568592000000,10305.68,70.11,189.26,75.34
1568678400000,10268.42,72.67,197.61,74.14
1568764800000,10203.07,74.35,209.21,81.08
1568851200000,10158.85,77.63,210.25,75.85
1568937600000,10253.23,76.98,221.74,73.91
1569024000000,10178.44,75.26,217.95,72.54
1569110400000,9997.2,73.2,215.35,73.06
1569196800000,10041.3,72.53,211.62,68.5
1569283200000,9699.5,66.41,201.0,59.48
1569369600000,8702.71,56.62,168.67,59.65
1569456000000,8446.24,57.46,170.29,57.28
1569542400000,8098.81,55.23,166.22,57.54
1569628800000,8183.48,55.76,173.9,57.7
1569715200000,8225.11,55.48,174.08,55.78
1569801600000,8064.38,53.88,169.69,56.74
1569888000000,8271.29,55.92,179.76,55.86
1569974400000,8366.5,56.42,180.63,55.82
1570060800000,8350.13,56.42,180.58,57.33
1570147200000,8176.35,56.94,176.86,57.24
1570233600000,8156.52,56.41,175.86,56.45
1570320000000,8140.24,56.76,176.28,54.62
1570406400000,7890.23,54.57,170.45,56.14
1570492800000,8182.25,57.51,180.14,55.49
1570579200000,8180.69,57.0,180.79,57.17
1570665600000,8573.06,59.3,193.34,55.74
1570752000000,8561.52,57.49,191.04,53.99
1570838400000,8277.85,55.65,180.55,53.65
1570924800000,8308.47,55.74,179.95,53.41
1571011200000,8289.5,56.49,181.29,52.88
1571097600000,8347.35,56.81,186.62,52.03
1571184000000,8175.86,54.65,180.75,54.83
1571270400000,8010.3,52.54,175.05,55.93
1571356800000,8079.93,54.94,177.48,56.31
1571443200000,7957.31,53.21,172.89,54.41
1571529600000,7949.8,53.81,171.85,56.42
1571616000000,8208.36,54.86,175.21,57.7
1571702400000,8220.92,54.77,174.35,56.63
1571788800000,8045.29,53.41,171.43,52.87
1571875200000,7468.53,49.39,161.58,53.36
1571961600000,7433.92,49.63,160.68,58.9
1572048000000,8652.03,56.93,181.45,56.65
1572134400000,9217.24,56.74,179.54,59.56
1572220800000,9502.02,59.66,183.58,59.32
1572307200000,9239.9,57.86,181.86,59.53
1572393600000,9407.16,59.72,190.51,58.3
1572480000000,9171.87,57.93,183.13,59.01
1572566400000,9151.82,58.42,182.76,60.71
1572652800000,9233.41,58.33,183.06,62.21
1572739200000,9302.83,58.36,183.22,63.17
1572825600000,9204.29,58.37,181.82,63.02
1572912000000,9378.95,61.28,185.76,62.75
1572998400000,9300.37,63.01,189.17,64.03
1573084800000,9340.05,64.0,191.3,63.18
1573171200000,9221.07,61.43,186.82,60.74
1573257600000,8795.9,60.39,183.67,62.16
1573344000000,8809.78,62.09,184.96,63.96
1573430400000,9043.67,63.69,189.04,61.7
1573516800000,8729.92,61.69,184.84,62.26
1573603200000,8806.75,61.19,186.87,65.08
1573689600000,8770.78,60.91,187.84,65.1
1573776000000,8652.03,58.95,184.79,61.93
1573862400000,8480.44,57.62,180.17,61.62
1573948800000,8496.38,58.38,182.63,61.71
1574035200000,8508.5,59.24,183.99,58.68
1574121600000,8202.83,55.97,178.39,58.48
1574208000000,8138.83,55.1,175.82,57.86
1574294400000,8095.87,55.01,174.8,54.11
1574380800000,7632.49,50.66,161.15,51.27
1574467200000,7293.01,47.64,149.93,51.63
1574553600000,7309.69,48.15,151.97,47.6
1574640000000,6935.74,44.01,140.25,50.12
1574726400000,7118.26,45.68,146.35,51.27
1574812800000,7157.68,46.9,147.58,55.71
1574899200000,7483.75,47.7,152.62,53.89
1574985600000,7438.62,46.84,150.91,55.7
1575072000000,7720.87,48.59,154.26,54.76
1575158400000,7556.4,47.26,151.74,53.48
1575244800000,7405.81,47.6,151.02,53.96
1575331200000,7308.98,45.53,148.87,53.29
1575417600000,7286.08,44.79,147.13,52.63
1575504000000,7209.97,44.64,145.4,53.53
1575590400000,7373.78,44.79,147.8,54.18
1575676800000,7530.92,45.36,148.61,54.27
1575763200000,7493.55,45.12,147.15,53.82
1575849600000,7508.32,45.5,150.29,53.76
1575936000000,7347.04,44.43,147.43,52.64
1576022400000,7233.95,44.11,145.57,52.89
1576108800000,7197.43,43.59,143.12,53.05
1576195200000,7200.71,43.73,145.03,52.43
1576281600000,7247.35,44.34,144.62,51.27
1576368000000,7081.74,43.28,141.84,50.68
1576454400000,7108.56,43.47,142.21,49.22
1576540800000,6901.04,40.02,132.72,45.0
1576627200000,6627.16,36.98,121.77,47.79
1576713600000,7274.77,40.81,132.74,47.44
1576800000000,7152.56,39.65,128.08,46.74
1576886400000,7185.44,40.18,128.27,45.18
1576972800000,7141.55,39.7,126.93,47.4
1577059200000,7488.2,41.94,132.18,47.19
1577145600000,7335.21,40.71,128.17,45.91
1577232000000,7266.61,40.39,127.73,46.04
1577318400000,7204.18,40.13,125.02,45.22
1577404800000,7208.49,40.04,125.61,45.06
1577491200000,7247.62,40.95,126.33,45.49
1577577600000,7307.89,42.83,128.07,46.58
1577664000000,7394.03,43.15,134.32,46.03
1577750400000,7240.43,42.37,131.46,44.59
1577836800000,7195.15,41.33,129.19,45.78
1577923200000,7193.75,41.61,130.48,45.34
1578009600000,6963.85,39.41,127.05,50.85
1578096000000,7300.35,41.99,133.7,50.29
1578182400000,7351.38,42.78,134.14,53.6
1578268800000,7349.97,43.23,135.01,58.83
1578355200000,7734.68,45.7,143.81,58.6
1578441600000,8147.42,46.33,143.02,59.28
1578528000000,8045.79,45.2,140.27,58.84
1578614400000,7832.8,44.9,137.86,58.54
1578700800000,8180.51,49.07,144.6,58.22
1578787200000,8012.09,49.21,142.18,59.15
1578873600000,8171.4,51.0,145.42,57.83
1578960000000,8110.65,49.57,143.59,62.8
1579046400000,8801.87,58.84,165.99,68.39
1579132800000,8820.85,58.18,166.25,65.64
1579219200000,8720.92,57.57,163.81,69.08
1579305600000,8902.57,61.68,171.16,67.15
1579392000000,8906.9,59.32,174.24,65.0
1579478400000,8690.38,57.64,166.63,64.91
1579564800000,8631.25,57.12,166.94,65.89
1579651200000,8724.82,57.61,169.28,64.92
1579737600000,8665.44,58.19,167.83,62.27
1579824000000,8415.96,54.26,162.52,61.65
1579910400000,8432.1,54.37,162.41,61.53
1579996800000,8348.67,53.52,160.67,63.74
1580083200000,8595.73,56.14,167.65,65.37
1580169600000,8879.34,58.47,169.74,67.65
1580256000000,9320.81,60.41,175.19,69.75
1580342400000,9276.89,59.8,173.71,74.8
1580428800000,9509.81,68.19,184.73,71.87
1580515200000,9308.06,67.58,179.23,73.09
1580601600000,9363.22,70.71,183.34,74.65
1580688000000,9338.42,70.21,188.55,76.86
1580774400000,9308.91,69.72,189.86,75.09
1580860800000,9179.96,67.98,188.84,77.61
1580947200000,9592.18,72.5,203.86,78.1
1581033600000,9744.64,73.35,212.73,79.63
1581120000000,9799.45,74.32,223.28,80.86
1581206400000,9890.7,76.58,223.3,87.12
1581292800000,10148.38,76.98,228.29,84.81
1581379200000,9890.12,74.32,224.15,89.93
1581465600000,10226.93,76.69,236.79,94.99
1581552000000,10328.9,80.85,264.03,92.6
1581638400000,10221.26,80.36,267.67,94.79
1581724800000,10320.16,82.96,284.23,88.55
1581811200000,9894.14,76.25,263.9,89.02
1581897600000,9943.67,75.31,262.16,82.65
1581984000000,9723.61,73.48,267.94,86.02
1582070400000,10133.82,77.05,281.95,78.15
1582156800000,9618.41,70.81,259.18,76.55
1582243200000,9608.17,69.52,257.99,80.22
1582329600000,9673.01,73.27,265.16,78.92
1582416000000,9658.61,74.91,261.0,85.05
1582502400000,9946.72,79.67,274.63,79.27
1582588800000,9670.96,75.55,265.24,76.97
1582675200000,9345.34,71.31,248.32,70.7
1582761600000,8801.66,60.85,224.81,69.92
1582848000000,8781.18,61.3,225.43,68.64
1582934400000,8717.33,60.12,227.71,66.12
1583020800000,8552.99,58.09,218.35,64.63
1583107200000,8567.8,57.98,218.94,68.79
1583193600000,8905.88,61.39,231.68,65.92
1583280000000,8756.72,61.17,223.96,65.79
1583366400000,8758.65,60.25,224.13,68.51
1583452800000,9038.87,61.65,228.08,68.95
1583539200000,9135.85,63.12,244.24,65.7
1583625600000,8902.2,60.43,237.38,56.33
1583712000000,8041.37,51.21,198.82,55.56
1583798400000,7921.33,50.03,200.85,54.94
1583884800000,7906.73,50.18,200.75,54.25
1583971200000,7935.52,48.52,194.22,32.51
1584057600000,5142.99,30.28,110.6,36.83
1584144000000,5542.82,37.64,132.57,36.15
1584230400000,5214.19,34.4,123.03,38.0
1584316800000,5397.93,36.53,124.6,34.11
1584403200000,5032.5,32.79,110.99,36.46
1584489600000,5389.42,34.52,117.22,36.84
1584576000000,5376.28,34.59,117.7,40.91
1584662400000,6170.2,38.99,136.81,40.12
1584748800000,6195.6,38.0,131.96,41.1
1584835200000,6145.77,38.07,131.94,38.28
1584921600000,5859.65,35.5,122.52,44.4
1585008000000,6456.35,39.04,135.59,47.31
1585094400000,6730.17,40.61,138.78,47.11
1585180800000,6695.9,39.25,136.23,50.61
1585267200000,6765.56,40.38,138.77,47.46
1585353600000,6397.83,38.1,130.29,47.29
1585440000000,6255.0,38.91,131.42,44.2
1585526400000,5915.34,37.35,125.32,46.62
1585612800000,6403.14,39.0,132.36,47.87
1585699200000,6421.71,39.13,133.24,48.64
1585785600000,6640.8,39.37,136.22,50.87
1585872000000,6807.9,39.96,141.45,52.91
1585958400000,6732.85,40.41,141.26,54.17
1586044800000,6859.42,40.69,144.2,53.4
1586131200000,6788.05,40.31,142.85,58.48
1586217600000,7297.64,44.68,169.86,55.91
1586304000000,7196.78,44.67,164.52,57.8
1586390400000,7342.29,46.49,172.8,58.46
1586476800000,7294.49,46.38,170.1,53.72
1586563200000,6864.69,42.13,157.74,53.86
1586649600000,6878.78,42.5,158.33,53.7
1586736000000,6913.16,42.11,158.86,53.1
1586822400000,6857.54,41.27,156.7,54.16
1586908800000,6860.18,41.2,158.27,53.17
1586995200000,6629.43,39.3,153.22,56.66
1587081600000,7059.93,42.4,171.78,56.12
1587168000000,7035.26,42.25,170.45,58.02
1587254400000,7242.51,44.0,187.14,57.18
1587340800000,7127.51,42.24,180.06,54.91
1587427200000,6856.46,40.36,170.7,55.1
1587513600000,6842.04,40.51,170.45,56.87
1587600000000,7110.0,41.82,182.28,58.67
1587686400000,7382.79,42.65,184.59,60.68
1587772800000,7495.39,44.46,187.34,60.49
1587859200000,7538.56,44.41,194.11,61.35
1587945600000,7683.87,44.63,197.23,62.3
1588032000000,7774.28,44.49,196.46,62.19
1588118400000,7758.23,45.69,197.15,66.2
1588204800000,8744.43,48.78,215.55,62.08
1588291200000,8610.64,46.19,205.56,63.18
1588377600000,8824.82,46.97,211.97,64.47
1588464000000,8966.31,49.21,213.94,62.42
1588550400000,8888.67,48.08,210.02,61.05
1588636800000,8884.41,47.02,206.83,60.4
1588723200000,9003.24,46.54,205.23,58.28
1588809600000,9144.69,45.51,200.25,64.56
1588896000000,9959.17,47.47,212.29,63.23
1588982400000,9821.81,47.67,211.69,63.1
1589068800000,9566.78,47.04,210.43,58.88
1589155200000,8752.62,42.19,188.14,59.41
1589241600000,8604.75,41.57,185.67,61.47
1589328000000,8788.47,42.11,189.31,64.93
1589414400000,9283.09,43.2,199.37,65.2
1589500800000,9796.49,43.91,203.21,62.62
1589587200000,9309.3,42.65,194.27,65.13
1589673600000,9375.3,43.08,200.58,65.08
1589760000000,9666.33,43.61,206.77,66.84
1589846400000,9708.44,45.23,214.36,66.69
1589932800000,9760.2,45.46,213.69,64.64
1590019200000,9526.51,44.23,209.92,61.47
1590105600000,9059.96,42.73,198.92,62.95
1590192000000,9131.77,44.01,206.23,63.43
1590278400000,9170.36,43.85,206.41,60.62
1590364800000,8731.85,42.19,200.69,61.44
1590451200000,8883.69,42.91,203.81,61.83
1590537600000,8839.13,42.29,200.96,64.5
1590624000000,9174.12,43.77,207.85,67.09
1590710400000,9546.05,44.66,219.59,66.05
1590796800000,9427.12,44.47,220.49,68.29
1590883200000,9662.71,47.66,242.71,65.1
1590969600000,9466.96,45.76,232.33,67.78
1591056000000,10167.93,48.33,248.04,66.53
1591142400000,9515.24,46.08,237.27,67.07
1591228800000,9645.23,47.06,244.13,68.68
1591315200000,9776.2,47.46,243.71,67.36
1591401600000,9636.97,46.88,240.25,67.7
1591488000000,9662.86,46.75,242.02,66.41
1591574400000,9738.6,46.59,244.23,68.25
1591660800000,9773.03,46.4,246.21,68.07
1591747200000,9767.01,45.9,243.85,69.59
1591833600000,9874.9,46.66,247.54,63.94
1591920000000,9326.0,43.46,232.0,65.71
1592006400000,9469.53,44.71,237.59,66.53
1592092800000,9469.47,45.12,238.29,65.47
1592179200000,9345.96,44.07,232.11,64.61
1592265600000,9431.72,43.79,231.02,65.91
1592352000000,9524.93,43.85,235.29,65.23
1592438400000,9463.36,44.04,233.86,64.95
1592524800000,9399.77,43.5,231.68,64.14
1592611200000,9312.78,42.81,228.96,63.98
1592697600000,9360.25,43.59,228.87,64.43
1592784000000,9298.36,42.96,227.79,66.09
1592870400000,9678.68,44.38,243.36,66.8
1592956800000,9624.68,44.14,243.08,64.78
1593043200000,9288.06,42.59,234.56,64.34
1593129600000,9258.67,42.38,232.65,64.03
1593216000000,9166.49,43.14,229.64,62.14
1593302400000,9013.91,41.11,221.03,63.25
1593388800000,9139.9,41.4,225.12,64.13
1593475200000,9185.17,41.89,228.21,63.61
1593561600000,9149.72,41.21,225.59,64.57
1593648000000,9230.67,41.75,230.66,65.36
1593734400000,9094.32,41.02,226.57,62.68
1593820800000,9071.39,41.18,225.18,64.12
1593907200000,9132.91,42.09,229.09,63.31
1593993600000,9087.41,41.69,227.9,64.88
1594080000000,9342.38,44.07,241.53,64.51
1594166400000,9253.63,43.33,238.96,66.23
1594252800000,9432.17,45.27,246.86,67.43
1594339200000,9235.72,44.37,241.98,67.39
1594425600000,9282.91,44.28,240.95,68.67
1594512000000,9234.31,44.62,239.1,69.25
1594598400000,9297.48,44.71,241.77,69.19
1594684800000,9240.76,43.93,239.64,67.94
1594771200000,9247.06,43.86,240.25,70.8
1594857600000,9203.37,43.32,238.66,67.61
1594944000000,9136.48,42.06,233.84,67.65
1595030400000,9156.28,41.91,232.78,68.32
1595116800000,9168.4,42.44,235.68,68.85
1595203200000,9202.62,42.68,238.9,69.32
1595289600000,9163.16,41.97,236.06,69.78
1595376000000,9384.38,43.74,245.23,71.32
1595462400000,9514.3,44.96,263.76,72.99
1595548800000,9589.82,44.91,274.72,71.66
1595635200000,9535.94,44.16,279.43,73.55
1595721600000,9691.83,48.99,305.04,78.05
1595808000000,9925.75,48.14,310.52,78.16
1595894400000,10962.26,52.94,320.48,81.23
1595980800000,10904.92,55.77,316.41,79.11
1596067200000,11093.61,55.22,317.54,81.23
1596153600000,11116.31,57.08,334.74,84.58
1596240000000,11325.55,58.15,346.0,89.7
1596326400000,11812.09,61.69,387.94,85.04
1596412800000,11066.31,56.69,370.73,89.16
1596499200000,11230.91,58.51,386.25,87.25
1596585600000,11181.92,57.53,389.38,90.19
1596672000000,11719.26,58.85,400.18,96.06
1596758400000,11768.13,59.17,394.54,93.64
1596844800000,11571.49,57.06,379.14,94.76
1596931200000,11739.13,57.92,391.48,92.88
1597017600000,11682.85,56.95,389.62,93.61
1597104000000,11862.94,58.21,395.21,87.46
1597190400000,11398.67,54.27,379.17,89.76
1597276800000,11579.87,54.54,387.5,92.13
1597363200000,11817.16,57.1,427.49,91.54
1597449600000,11777.39,56.86,438.76,89.93
1597536000000,11864.91,59.95,432.65,91.23
1597622400000,11901.78,63.75,433.43,93.26
1597708800000,12272.47,67.14,430.03,93.28
1597795200000,11949.61,65.44,422.11,91.2
1597881600000,11733.28,61.98,406.57,101.3
1597968000000,11861.84,62.88,416.47,92.23
1598054400000,11515.12,59.11,386.82,94.77
1598140800000,11676.39,60.32,395.89,91.21
1598227200000,11647.93,60.54,390.79,93.8
1598313600000,11758.83,62.25,408.27,88.69
1598400000000,11350.75,58.51,383.66,88.95
1598486400000,11465.0,58.21,385.75,89.53
1598572800000,11300.4,55.96,381.84,94.35
1598659200000,11519.12,57.19,395.14,92.63
1598745600000,11481.48,57.08,399.37,96.13
1598832000000,11701.0,62.74,428.3,93.24
1598918400000,11672.32,60.96,435.69,96.76
1599004800000,11895.23,62.66,475.68,91.32
1599091200000,11418.25,58.21,439.35,77.57
1599177600000,10197.46,47.39,383.69,82.25
1599264000000,10484.47,50.59,387.9,77.52
1599350400000,10177.79,47.82,334.47,80.2
1599436800000,10260.02,47.9,352.99,82.35
1599523200000,10359.45,48.74,351.88,84.02
1599609600000,10125.01,47.49,337.85,84.3
1599696000000,10230.15,47.8,351.23,85.36
1599782400000,10342.16,48.62,367.64,83.98
1599868800000,10378.22,49.03,373.91,86.75
1599955200000,10439.38,50.83,387.72,86.02
1600041600000,10328.87,48.07,365.7,91.72
1600128000000,10661.1,49.02,376.39,91.01
1600214400000,10787.58,48.3,364.69,88.2
1600300800000,10952.25,47.85,365.13,92.71
1600387200000,10938.0,48.81,388.8,92.4
1600473600000,10927.15,48.36,383.17,94.44
1600560000000,11084.0,48.54,385.47,92.71
1600646400000,10923.33,47.05,370.97,89.36
1600732800000,10439.52,43.24,341.28,92.63
1600819200000,10527.59,44.49,343.92,87.27
1600905600000,10223.78,42.97,321.08,91.72
1600992000000,10726.53,44.91,348.82,92.67
1601078400000,10681.99,45.91,351.33,94.59
1601164800000,10743.19,46.1,354.26,97.18
1601251200000,10765.3,45.98,357.07,95.15
1601337600000,10672.03,45.19,354.43,100.35
1601424000000,10837.52,45.64,359.43,107.64
1601510400000,10770.88,46.24,359.6,103.04
1601596800000,10627.98,46.24,353.2,101.73
1601683200000,10572.67,44.89,345.91,103.7
1601769600000,10546.66,45.55,345.99,105.7
1601856000000,10670.7,46.7,352.46,112.85
1601942400000,10784.95,46.33,353.6,106.75
1602028800000,10605.96,45.96,340.62,110.08
1602115200000,10668.01,46.54,341.44,110.74
1602201600000,10888.67,47.1,350.06,115.93
1602288000000,11063.25,47.8,365.34,115.98
1602374400000,11286.54,48.82,370.47,125.84
1602460800000,11377.81,50.65,374.5,130.28
1602547200000,11543.18,50.63,387.26,128.04
1602633600000,11426.11,49.87,381.17,128.94
1602720000000,11435.57,49.83,379.21,130.28
1602806400000,11495.58,49.47,377.16,120.43
1602892800000,11319.1,47.58,365.99,120.44
1602979200000,11365.81,46.96,368.65,124.55
1603065600000,11495.9,47.56,378.05,125.96
1603152000000,11752.15,48.03,379.64,118.4
1603238400000,11908.71,46.89,368.23,121.29
1603324800000,12806.44,52.96,391.17,127.0
1603411200000,12951.04,54.3,413.2,127.37
1603497600000,12928.07,55.33,408.89,129.02
1603584000000,13106.05,59.08,411.96,131.02
1603670400000,13021.41,58.8,406.16,132.3
1603756800000,13060.79,56.86,393.38,134.04
1603843200000,13655.19,57.93,403.53,126.26
1603929600000,13283.0,55.9,388.88,124.2
1604016000000,13441.88,54.8,386.45,123.35
1604102400000,13537.17,53.87,382.9,126.23
1604188800000,13778.64,55.71,385.84,126.67
1604275200000,13720.36,55.41,394.94,118.95
1604361600000,13558.36,53.83,383.85,120.98
1604448000000,13989.98,53.82,387.62,115.72
1604534400000,14101.72,54.69,401.73,119.62
1604620800000,15553.33,58.99,415.93,119.24
1604707200000,15548.31,62.96,454.65,111.03
1604793600000,14818.46,58.91,435.42,120.45
1604880000000,15496.32,61.03,455.36,115.89
1604966400000,15335.34,59.27,445.05,115.39
1605052800000,15278.71,57.91,449.82,113.21
1605139200000,15686.91,59.24,463.18,112.08
1605225600000,16265.15,60.19,462.21,114.11
1605312000000,16326.81,65.47,475.97,116.89
1605398400000,16095.56,63.99,462.72,114.72
1605484800000,15984.67,62.4,449.21,118.39
1605571200000,16714.4,73.67,461.37,125.43
1605657600000,17651.82,76.32,482.2,123.8
